proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,proxy_card,recommendation_source,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
14,Authorize Repurchase of Up to 10 Percent of Issued Share Capital,Management,For,For,ADYEN NV,"MAY 11, 2023",ADYEN,N3501V104,"APR 13, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
15,Reappoint PwC as Auditors,Management,For,For,ADYEN NV,"MAY 11, 2023",ADYEN,N3501V104,"APR 13, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
16,Close Meeting,Management,,,ADYEN NV,"MAY 11, 2023",ADYEN,N3501V104,"APR 13, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1.1,Elect Director Nathan Blecharczyk,Management,For,For,"AIRBNB, INC.","JUN 01, 2023",ABNB,009066101,"APR 06, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1.2,Elect Director Alfred Lin,Management,For,Withhold,"AIRBNB, INC.","JUN 01, 2023",ABNB,009066101,"APR 06, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,"AIRBNB, INC.","JUN 01, 2023",ABNB,009066101,"APR 06, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"AIRBNB, INC.","JUN 01, 2023",ABNB,009066101,"APR 06, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1a,Elect Director Larry Page,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1b,Elect Director Sergey Brin,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1c,Elect Director Sundar Pichai,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1d,Elect Director John L. Hennessy,Management,For,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1e,Elect Director Frances H. Arnold,Management,For,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1f,"Elect Director R. Martin ""Marty"" Chavez",Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1g,Elect Director L. John Doerr,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1h,"Elect Director Roger W. Ferguson, Jr.",Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1i,Elect Director Ann Mather,Management,For,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1j,Elect Director K. Ram Shriram,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
1k,Elect Director Robin L. Washington,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
3,Amend Omnibus Stock Plan,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
4,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
5,Advisory Vote on Say on Pay Frequency,Management,Three Years,One Year,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
6,Report on Lobbying Payments and Policy,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
7,Publish Congruency Report on Partnerships with Globalist Organizations and Company Fiduciary Duties,Shareholder,Against,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
8,Report on Framework to Assess Company Lobbying Alignment with Climate Goals,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
9,Report on Risks Related to Fulfilling Information Requests for Enforcing Laws Criminalizing Abortion Access,Shareholder,Against,Abstain,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
10,Report on Risks of Doing Business in Countries with Significant Human Rights Concerns,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
11,Publish Independent Human Rights Impact Assessment of Targeted Advertising Technology,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
12,Disclose More Quantitative and Qualitative Information on Algorithmic Systems,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
13,Report on Alignment of YouTube Policies With Online Safety Regulations,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
14,Report on Content Governance and Censorship,Shareholder,Against,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
15,Commission Independent Assessment of Effectiveness of Audit and Compliance Committee,Shareholder,Against,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
16,Amend Bylaws to Require Shareholder Approval of Certain Provisions Related to Director Nominations by Shareholders,Shareholder,Against,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
17,Adopt Share Retention Policy For Senior Executives,Shareholder,Against,Against,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
18,Approve Recapitalization Plan for all Stock to Have One-vote per Share,Shareholder,Against,For,ALPHABET INC.,"JUN 02, 2023",GOOGL,02079K305,"APR 04, 2023",ANNUAL,False,,,AB Disruptors ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB Ultra Short Income ETF,50,0001496608,S000076880,AB Ultra Short Income ETF,C000237019,AB Ultra Short Income ETF,YEAR
