proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
1.3,Elect Director Douglas N. Benham,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.4,"Elect Director John ""Jack"" Corrigan",Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.5,Elect Director David Goldberg,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.6,Elect Director Matthew J. Hart,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.7,Elect Director James H. Kropp,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.8,"Elect Director Winifred ""Wendy"" M. Webb",Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.9,Elect Director Jay Willoughby,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.10,Elect Director Kenneth M. Woolley,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.11,Elect Director Matthew R. Zaist,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AMERICAN HOMES 4 RENT,"MAY 07, 2020",AMH,02665T306,"MAR 09, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.1,Elect Director Gail K. Boudreaux,Management,For,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.2,Elect Director R. Kerry Clark,Management,For,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.3,"Elect Director Robert L. Dixon, Jr.",Management,For,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify Ernst & Young LLP as Auditors,Management,For,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,For,"ANTHEM, INC.","MAY 21, 2020",ANTM,036752103,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.1,Elect Director Terry Considine,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.2,Elect Director Thomas L. Keltner,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.3,Elect Director Robert A. Miller,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.4,Elect Director Devin I. Murphy,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.5,Elect Director Kathleen M. Nelson,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.6,Elect Director John D. Rayis,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.7,Elect Director Ann Sperling,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.8,Elect Director Michael A. Stein,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.9,Elect Director Nina A. Tran,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Approve Nonqualified Employee Stock Purchase Plan,Management,For,For,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,"APR 28, 2020",AIV,03748R754,"FEB 21, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Accept Financial Statements and Statutory Reports,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Dividends,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Reappoint PricewaterhouseCoopers LLP as Auditors,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Authorise Board to Fix Remuneration of Auditors,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5a,Re-elect Leif Johansson as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5b,Re-elect Pascal Soriot as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5c,Re-elect Marc Dunoyer as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5d,Re-elect Genevieve Berger as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5e,Re-elect Philip Broadley as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5f,Re-elect Graham Chipchase as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5g,Elect Michel Demare as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5h,Re-elect Deborah DiSanzo as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5i,Re-elect Sheri McCoy as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5j,Re-elect Tony Mok as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5k,Re-elect Nazneen Rahman as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5l,Re-elect Marcus Wallenberg as Director,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Approve Remuneration Report,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Approve Remuneration Policy,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Authorise EU Political Donations and Expenditure,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Authorise Issue of Equity,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
10,Authorise Issue of Equity without Pre-emptive Rights,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
11,Authorise Issue of Equity without Pre-emptive Rights in Connection with an Acquisition or Other Capital Investment,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
12,Authorise Market Purchase of Ordinary Shares,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
13,Authorise the Company to Call General Meeting with Two Weeks' Notice,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
14,Approve Performance Share Plan,Management,For,For,ASTRAZENECA PLC,"APR 29, 2020",AZN,046353108,"FEB 26, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Accept Financial Statements and Statutory Reports for Fiscal 2018,Management,For,For,AURELIUS EQUITY OPPORTUNITIES SE & CO. KGAA,"JUL 19, 2019",AR4,D0R9AT103,"JUN 27, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Allocation of Income and Dividends of EUR 1.50 per Share,Management,For,For,AURELIUS EQUITY OPPORTUNITIES SE & CO. KGAA,"JUL 19, 2019",AR4,D0R9AT103,"JUN 27, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
